,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
674,k-71483-57606,Amazing ❤,8/10,14 July 2020,"-Writing:2.3/2.5
-Acting:1.8/2
-Directing:2/2
-Sounds:1/1
-Fun:1.5/2.5-Totally:8.6/10
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
675,eoinpgeary,Soulful,10/10,4 January 2021,"This movie moved me on many fronts and so many years later it still does.
From the heartbreaking relationship of father and child to the beauty of the imagery interstellar is a masterpiece in my eyes.
A movie worth watching once a year at least, and one scene that hits me every watch is the backlog of messages from home.
Thank you Mr Nolan for a film that touches me in a deep way and has gone down as one of my favourite movies of all time !
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
676,Deathstryke,"Entertaining nonsense, but no masterpiece",7/10,10 November 2014,"""Interstellar"" pretends to be more intelligent than Alfonso Cuarón's audio-visual roller coaster, ""Gravity"", but ironically its best moments are those which, like Gravity, rely purely on thrill and spectacle.For the rest of the film we are crammed into a tiny shuttle with McConaughey and his crew, or back on earth with the desperate remnants of human civilization as they attempt to solve the problem of starvation. Most of the dialogue consists of reams and reams of contrived quantum-physics babble, which, if you're like me, will whoosh straight over your head like those exposition sequences in CSI, with brief moments of levity provided by the two -weirdly cubic looking- robots TARS and CASE.Their journey to find another habitable planet is marred by a sequence of seemingly insurmountable problems that become progressively so ludicrous, it ends up impossible to take them seriously, albeit exciting to watch.We already have to stretch our disbelief past the opening premise that the world is dying because of crop blight, yet they've managed to build robots that have human intelligence and can adapt a variety of shapes to achieve a wide range of tasks. One wonders why humans at this level of technological advancement couldn't have found a solution to curbing this unexplained blight other than blasting off into a foreign galaxy to try and populate a mysterious planet neighboring a black hole.Glaring plot issues aside (and there are many), the film is at its best when in full space simulator mode and the audience is being catapulted into the roaring white light of a black hole, accompanied by Hans Zimmer's electrifying score (props to Zimmer for once NOT composing something that sounded exactly like Pirates of The Caribbean), making full use of the IMAX experience.Performances are fairly solid, in particular Jessica Chastain as the grown up Murph, and there is enough raw emotion on show to push some of the more logically questionable moments past your cynic meter and give a sense of weight and importance to what is happening, even if you can't quite understand it.Definitely worth watching on the big screen, but would I give it a 9/10? No way. This is a film that you will enjoy on face value, but once you leave the cinema you will start picking it to shreds. There are just too many inconsistencies, contrivances and blatant stupidity in the plot to call this a masterpiece, but I'd give it a solid 7 for blockbuster entertainment value.",Interstellar
677,hlee-74887,Work of Art,10/10,9 April 2020,"Imagine you are set out to save this earth. A one shot to risk your own life for the world.....but you realize later, it's not your life you are risking...its your own children. And its your children who were risking their life to save yours.I don't want to reveal the entire film but I can't stop thinking of this film. I'm a huge Drak Knight fan, but this film may be Nolan's best. I guarantee the ending will break you down.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
678,eshmana,Beautiful,10/10,28 December 2019,"I've nothing really to add to much better reviews than I'm capable of, and I'm only really writing this review to counter the unfathomable 1 star 'reviews'.
This isn't just the best sci-fi film I've ever seen, it's one of the best films I've ever seen. It's an incredibly powerful, beautiful film about humanity (as are the vast majority of sci-fi films). Not only does it stand repeat viewing, it gets better each time I watch it. It's perfect filmmaking.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
679,jmoney-2,Love Transcends All Space & Time,8/10,14 November 2014,"The Nolans (director Chris and co-writer Jonathan), treat us to one of the grandest space adventures we've seen in awhile. It's the kind of adventure you go to the movies to see, an adventure filled with some truly heart-pounding sequences which further cement Chris Nolan's reputation as a great action director. He makes full use of the IMAX format, not only visually but audibly, too. The supersized frame and booming sound mix create an immersive experience.Nolan also deftly navigates his actors through several exposition-heavy scenes that would have otherwise threatened to drag down the film. In addition, he and his brother came up with some very clever ways to visualize some very complicated theories of physics, theories that I'm still trying to wrap my head around. Some may complain about the movie's pacing. It weighs in with a robust running time of 169 minutes. But as I was watching it, I was in no rush for the movie to end. While Interstellar may be too derivative to be truly great, it's still quite a ride.The film takes its inspiration from many sources. There are doses of everything from The Right Stuff to both Star Trek (exploring strange new worlds) and Star Wars (helpful droids, icy planets). But there is no doubt that 2001 is the model. Its influences are seen in everything from the slow, majestic shots of heavenly bodies, to Hans Zimmer's haunting music cues. At times, it almost seems like the Nolans decided to have their characters drop in to visit each of the worlds glimpsed in Odyssey's famously trippy ""star gate"" sequence. The aspect where the movie most resembles Kubrick's is its insistence on respecting the laws of physics and treating space travel realistically. This is the rare space-based story that not only acknowledges the Theory of Relativity, but also uses it as a serious obstacle. As the crew of Cooper's ship speeds away from Earth, time starts moving more slowly for them. As they approach a black hole, the time dilation becomes even greater. Over the course of what seems like just hours to the astronauts, decades pass back on Earth. (That is not to say there are no nits to pick in the plausibility department. A healthy suspension of disbelief is still required.)Where 2001 and Interstellar depart are their themes and points of view. Kubrick takes a cynical, detached view of humanity. He observes the characters in his space odyssey as if they were rats in a maze. The Nolans' film is far more empathetic and emotionally driven. While 2001 was about a big idea – the search for our creator and an understanding of our place in the universe – Interstellar is about something much smaller and more basic: The love between a parent and a child.The movie's central relationship is between Cooper and his daughter, Murphy (she's played by Mackenzie Foy as a child and by Jessica Chastain as an adult - and the two actresses bear a remarkable resemblance to each other). She is the reason Cooper embarks on the journey and she is the reason he is determined to find his way home. The movie postulates that love is a force as powerful as gravity, a force that can endure unimaginable distances and infinite stretches of time, and a force that can't be defined by a simple equation.There won't be many dry eyes in the house as the movie comes to its conclusion. That's thanks to an excellent stable of actors who allow the movie's emotions to resonate and the audience to become invested. McConaughey's everyman persona is exactly what his character required. And he's not the only Oscar winner in the cast. In fact, a past Academy Award winner (including one you won't see in the trailers) fills out just about every other major role in the film.The only thing Interstellar reveres more than science and exploration -- is humanity. Like all great art, it is a commentary on life. It shows us that when it comes to saving our species, the only superior beings we need to look to are ourselves. And when it comes to unraveling the mysteries of our place in the universe, we need only to look inside the human heart.",Interstellar
680,like_cc,persevere faith,9/10,1 April 2020,"Persevere faith, career loyalty!
We are often not the genius of one ten millionth, and we explore on the road of life. In addition to courage and intelligence, perhaps more importantly, persistence and loyalty. Because there will always be a day when you will be disappointed by the flatness of life, you will lose confidence in your prospects, and even hate and hate all those who give you the role of life today, especially yourself!
We always inferiority and want to renounce ourselves. From nowhere to be able to pass, we blindly believe in deceiving and letting us choose to obey.
All of this, maybe only persistence and loyalty can give us the last hope.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
681,sedativchunk,"The ""Titanic"" of sci fi, and the best of it's kind, period.",10/10,10 April 2015,"I have seen Interstellar twice now. Once in IMAX on the big screen and now at home on blu ray in my home theater. Let me begin by saying I am a huge science fiction fanatic. I've watched everything over the years from the typical Star Trek and Star Wars films to the classics such as 2001, 2010, Forbidden Planet, the Terminator, both versions of the Day the Earth Stood Still, the ""Alien"" franchise and many more including old B list movies such as ""The First Spaceship on Venus"". So I know science fiction. Strong above all, I consider Interstellar the best science fiction film ever made, period. If not, one of the top 10 best films made in the history of cinema. Great acting, great storyline, great visuals, captivating soundtrack, and overall just a solid film. Interstellar is the pinnacle of great filmmaking. This movie is truly a masterpiece from beginning to end. It only gets better when you rewatch it a second time, and unlike some films that are just eye candy in the theatre, this film looks and sounds great from the comfort of your home. The space scenes are brilliantly done and the alien landscapes are truly captivating. I simply don't know how to put it into words. Matthew McConaughey blew this one out of the water and then some, as well as the rest of the cast. Christopher Nolan did an amazing job with this film. There is simply nothing I can think of to say badly about this film. Whether you like science fiction movies or not, you should not pass up on watching Interstellar. This film is an epic masterpiece. Anyone bashing the science aspects of the film, plot, or other details are simply hating on this film because it is so good. And that's coming from someone with a college background in science and astronomy outside of my love for science fiction. This movie is not scientifically accurate 100% of the time, but it is easily overlooked at the general quality of the film itself. Do yourself a favor and watch this movie. Whether you like space flicks or not, this is a fantastic movie inside and out. I would rate it higher than a 10 if I could.",Interstellar
682,dreamdemon-1,Possibly the best movie of the year,9/10,11 November 2014,"In today's world it's really difficult to make a cool movie about space. With knowledge one click away (I'm not going to argue quality, just availability), people are more and more critical of movie tropes and with popular scientists gaining momentum, you can't get away anymore with something like Armageddon for example.Interstellar plays its cards very well, with a producer being himself a scientists and also with the fact that with very few exceptions it deals a lot with research that's mainly theoretical (wormholes, their gravity and what happens to known dimensions inside an event's horizon). Ground in firm research, but still theoretical.Nolan's genius manages to transpose the theory into a visually compelling story that is gripping from the start and takes you all the way without becoming confusing and sometimes spelling out things for those less science-oriented. It's nearly perfect.I say nearly because like with every movie that plays on wits, sometimes it loses itself in details that expose the limitations of the writers. Examples:the title characters is the best pilot they had, yet instead of making him a part of the project from the start (maybe even train others), the gets on board what seems as chance (yes, we are told that in fact he's the one that loops around in time and gets himself on track)for a guy that gets trapped for a moment in the tesseract allowing him to swim across time he 1) fails to see the good that comes of his endeavor and 2) he starts the sequence of events, then tries to stop it and then sets on track again, like a brief stint of schizophrenia for some reason.Brand's speech about love is so out of place in the spaceship, so out of time and out of tune with the movie that it doesn't go beyond a WTF moment. Why in the world would a scientist trained to save mankind do that? Even Romilly who supposedly spent 23 years in complete silence and solitude is able to basically shrug it off and focus, but Brand breaks down in sentimentalism for no apparent reasonthe movie's premise is compelling because it's firmly grounded in reality: mankind will run out of food in less than 100 years. Yet aside from environmental changes that speak on a greater scale, there's nothing showing the effect on people's lives. Yes, their meals aren't the lavish ones Hollywood movies usually depict, but they're not poor either. Nothing speaks about the urgency of not wasting food, for example, or of all the hungry people that surely must be out there. Perhaps some wars over food? But there's nothing.I would definitely love to see an extended version with more detail.",Interstellar
683,tinyfordst,The best film I've ever seen,10/10,19 January 2016,"To start this off I would like to point out that if you love scientific accuracy you will definitely love this film! Okay given that some of the math is definitely out concerning time, the rest is all completely correct IN THEORY. This is where the film impressed me. There are not many sci-fi titles that actually use realistic science anymore. Everything turned to sensation and stretching imagination. Not this one. It stretched science's imagination!!The CGI in this film was so next level I could see why the budget was so intense. As always Hans Zimmer did what is expected of him, and created a soundtrack for the film that made the viewer feel like you were completely there and inside the same situations. If this film is the start of a new sci-fi generation, then this would be the best start in cinematic history.
                
                    0 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
684,vincent-27,Good Directors do not (necessarily) make good writers,1/10,31 December 2018,"Some directors can pull of the feat of writing and directing, Tarantino comes to mind. PT Anderson is another. Even though this was co-written between Christopher Nolan and his brother, the Coens they are not!This movies is a perfect example of how making a movie (as my amateur film maker friend put it) is like building a cathedral. Being good at making stain glass does not make you a good brick layer, and that task is best left to ones who know what they are doing. To whit, we have this monstrous piece of pretentious drivel which attempts, as so many big hollywood movies do, to gloss over hastily written sequences with flash and bombast. This is another movie that feels like it was written by a committee of executives who were barely aware of the history of film and watched a couple of youtube videos on The Grand Unified Theory and tried to write something all smart-like. This movie is so scattered and convoluted it's hard to begin, and many other reviewers have pointed a lot of the plot elements that are glossed over with yet another ""yeah, that happened, deal with it"". Here are some of the things that I audibly groaned over:Why not explain what happened to Earth when every other part of this movie is explained like the audience is 5 years old?If the technology is available to build spacecraft with cryogen chambers, how about producing new forms of food? Lab grown meat for example? Hydroponic greenhouses etc?Why are the robots basically mechanical jenga pieces? How does that design make sense? The robot REALLY bothered me, especially how there was absolutely no effort to actually make it sound like a robot, it basically sounded like exactly what it was, which most of the time was just a guy inside a cheap plastic box. His voice didn't even sound like it was coming out of a speaker. HAL sounded like a person, but still had a creepy quality to him that sounded vaguely artificial (""what a moment, wait a moment"").And then there is the idea that you could actually get anywhere near a black hole (let alone wormhole) with relatively recent technology and survive. I have a rudimentary understanding of physics, but even I know that the radiation would turn you into goo pretty fast, space suit or no space suit.And a guy waits in a spaceship for 23 years by himself and doesn't go insane and looks basically the same except for a few grey hairs in his beard? I could go on and on....This movie tries really, really hard, there is a lot of balling actors showing off their chops and trusting that they are making a masterpiece, which I imagine every actor must do, but alas there is no saving this movie. It tried too hard to be all things, part 2001: A Space Odyssey, part Armageddon, part Inception and fails on all counts. Everything about this movies hints at greatness, the effects, the Phillip Glass like score written by Hans Zimmer, the tears swelling up at climactic scenes, but it is all empty packing around a bad story. This movie is a shiny car with hamsters on a wheel as the engine.One positive outcome of this movie is that it has reminded me to read about physics out of interest, but not to discuss them like I know anything, as I will come across as pretentious as this movie.I suggest everyone watches 2001 to cleanse their pallet and to be reminded of what truly great film making is about.",Interstellar
685,redeyedtree,Outstanding,9/10,9 November 2014,"Interstellar fell short of a 10 because the voices in some parts were too low, I simply could not hear what they were saying. In fact, we missed at least half of Professor Brand's (Caine) dying confession. Fortunately Murph (a brilliant Chastain) filled in most of those blanks. My other issue was with the scenes around the black hole and Cooper (McConaughey) awakening at the hospital. Those scenes were unnecessarily complicated and it was compounded by more muffled dialogue. Most of the movie addressed the science - factual and fictional - in a more understandable way and spread the harder concepts out. I loved everything else. All the actors stepped up. Standing with Jessica Chastain and Michael Caine were Matthew McConaughey, Ann Hathaway, John Lithgow, Matt Damon and Mackenzie Foy as young Murph. Matthew McConaughey is no longer just a hot guy doing his thing, he is a dad struggling to give his children a life and a future. He doesn't always make the right decisions but he's doing the best he can. Fortunately he has his weathered father-in-law (Lithgow) to raise his children while he goes off to save the world. Foy masterfully captures the emotions of the young daughter who so completely loves her dad and feels utterly betrayed by his decision to leave. Early on Brand (Hathaway) breaks down and I resented the 'hysterically emotional woman' implications of that. When I stepped back, though, I realized that unlike Cooper her whole life has been about the success of this one mission. She abruptly learns that a lifetime of planning and a lifetime of personal sacrifices does not guarantee success. Dr Mann (Damon) faces similar realities but allows it to blacken his heart. Damon perfectly plays the obsessed man. Interstellar is a thrill ride that I hope to go on again and again.",Interstellar
686,alexsnower,2001: The rip off,7/10,12 July 2021,"This is a decent movie but again heavily overrated. Higher than 2001? The movie it practically ripped off. Higher than Citizen Kane? Are you kidding me? The film is fine. Besides saying ""Murph"", Matthew McConaughey does decent. Michael Caine is just here to explain things like in every Nolan movie and Matt Damon is pointless in this movie. It's a good movie but cmon 8.6?
                
                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
687,prberg2,Great Adventure and truly Breathtaking!,8/10,7 November 2014,"Really amazing movie. We saw it in IMAX 70mm film and it was just amazing. Really felt like being in space. Sound and visuals were truly awesome! During the rocket scenes, really felt like we were flying through space. Movie wasn't perfect (very few are perfect), but very very good. Couple of strange plot points, and a few moments in the movie that didn't work as well as they could have, but really stunning and a really exciting ride.Go see and experience it on the big screen! Won't be the same at home or on your computer. Great space adventure with lots of heart and personal stories. Some amazing performances and combine that with the great visuals and sound, and it's a movie you won't forget! Very recommended.
                
                    4 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
688,miltonmunster,space ghost,2/10,4 March 2019,"One tip for movie makers when making said movie use actors that one can understand,even with subtitles I can't understand what m.m. says like having marbles in his mouth tom hardys the same.As far this movies concerned what starts with some reasonable ideas soon turns into a ghost story
                
                    2 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
689,trminator-35198,Mind boggling,9/10,17 January 2019,"A sci-fi that feels like a documentary. Very powerful emotions and hard to fathom concepts. One of the most contuously exciting space films that do not involve phasers or lightsabers.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
690,SAaDBinMohammed,I just can't recognize or find the Nolans in this,4/10,27 January 2016,"I just can't recognize or find the Nolans in this *** This review may contain spoilers *** To me, This is a Part of a trilogy. it started with the ORIGINAL ""Gravity"" with its originality, then ""Interstellar"" follow up with massive budget for a ""B"" movie, then comes ""kind of prequel"" ""The Martian"" |Which I didn't see it yet"".""All three of them is about people in the outer space"" 1st: I felt that it's a long ""and boring"" lecture in intergalactic quantum/physics and of course ""Gravity"", though I'm a writer, and such matter matters to me.2nd, still DO NOT get it, having a farmer, intellectual farmer, randomly chosen, by accident, to be a pilot in mysterious voyage, where he don't know anything about, but only about (Plan A & B), and the instant acceptance to leave his family for it.3rd, I admire the ""video message"", it was so powerful. and humane ""this might be the best of the whole thing"" 4th, expected VFX from Christoph Nolan, and admire the cinematography of ""Hoyte Van Hoytema"" 5th, unexpected shallowness in dialogue, from Jonathan Nolan, though I most give him credit for all ""unnecessary"" researches, at least for public audiences. ""I turned on the English subtitles was on, throughout the movie"" 6th, the story is so pessimistic, it just drain hope from the very 1st scene.7th, ""Murph"" was, excellent when she was younger, than as an adult.8th, Matthew McConaughey was only ""Fine"" when he was watching the video messages.9th, Anne Hathaway , was not there, not at all, I think she was the movies' ghost 10th, I think ""Matt Damon"" was there for 2 reason, as a complement to the Nolans, and to be expected in ""the sort of prequel"" of ""The Martian"" 11th, I had no feeling/sense of the film, it was just another movie.12th, WHERE WERE THE NOLANS, I clearly did not see this in this movie, and yet, this is the worst they ever did.what a disappointment.Note, my rating stars, each for the things I liked, not for the movie",Interstellar
691,Fourstrawberries,"Good in parts, terrible in others. Mash up of ideas without a good plot.",3/10,12 November 2015,"I'm going to have to watch my back after this !! I'll start by saying what I didn't like. The ending was dreadful, almost as if the writers were in a rush to finish. I can imagine the conversation, ""I can't be bothered anymore, how can we wrap this up?"" someone says ""Kubrick got away with it"" and so a meaningless crappy ending similar to, but worse than, ""2001 A Space Odyssey"" was shoved in. The ending, quite simply, was drivel and unsatisfying. Secondly, a world devastated by drought and famine, somehow manages to run a sophisticated space programme, in secret. This would really require materials and technology that could only be supplied by prosperous technological civilisation. Actors spouting pseudo-scientific BS and waffle , it's not necessary and just ruins the movie. Star Wars gets it right, the technology just IS and we can enjoy the CGI. I loved the scene where they are on a planet subject to strong tidal gravitation. In summary, a mish-mash of good and bad ideas tipped into a bucket and stirred. Another wasted opportunity. Watch the movie, it's worth at least that, but be prepared to feel that you were cheated out of dessert on a meal out.....",Interstellar
692,n-82673,donot go gentle inti the night,9/10,2 August 2020,"Introduction: Don't walk meekly into the good night, the day is approaching, and the twilight years should still burn and roar; rebuke it, rebuke and rebuke the disappearance of the light, the wise men compromised with the darkness at the end of their lives, their language has been eclipsed, and they do not want to be confused by the night, Roar, growl and shrink backThis poem ""Do not walk into the good night meekly"" that appears repeatedly in the film is written by the author Dylan Thomas during the critical illness before the death of the poet's father. The whole poem is full of night and day, darkness and light, gentleness and The duality of violent, death and life makes the tension of language very full.
It was mentioned many times by Professor Brand in the film. This is not only a summary of his decades of trying to solve the equation about the destiny of the entire human race, but also his unwillingness to withdraw and accept the fact of his failure at this time. Helpless, it is his hope for the future of mankind.Interstellar is a movie that is very worthy of digging. Here I will explain it into the following points1 backgroundThe background shown in the film should be in the near future. At that time, due to the environmental crisis, a large number of plants were afflicted with blight, so that people's basic needs could not be guaranteed. As the film said: At that time, everyone It is a farmer.Due to the pressure of society, aerospace industry and education can only give way to people's basic survival needs. However, this involves a very interesting topic: to save mankind from the current predicament, only to put the line of sight into space again, and the public does not care. At this point, all we care about is the basic need for food and clothing. This is a set of contradictions that are very difficult to resolve. 2 SurvivalWhether it is for people on earth or for Dr. Mann, what the people do is the instinct of human beings as living things: survivalHowever, after all, human beings will not wait to die, so scientists launched the ""Lazarus Project"", which is to send 12 scientists to a certain planet to detect whether the planet meets the basic conditions for human existence. However, waiting for these pioneers or embarking on the journey alone, this is also related to the lies of Dr. Mann behind.Lazarus is a character recorded in the ""Gospel of John in the Bible."" When he was critically ill, he died before Jesus was cured, but Jesus concluded that he would be resurrected. Four days later, Lazarus walked out of the cave. Prove the miracle of Jesus.3 Single-choice questions given to humans by plans A and BTwo plans proposed by Dr. BrandA: Find out a way to crack the gravity formula and save the humans on the earth. This is also the reason that Cooper left his daughter and embarked on the task of saving mankind. For him, it was to open up the future for his children.B: Abandon humans on Earth, open up alien colonies, and bring human fertilized eggs, so that the human race will not be extinct. However, this seemingly cold plan B has become Bran before Cooper leaves. Dr. De's only answer to this question is that the astronauts and people on Earth don't know it.
4 Love and connection ghost (ghost)For the last human beings, it is not the so-called plan that really allows us to get out of the predicament, but ""love and connection"" is embodied in the film as the connection between daughter Murphy and father Cooper (the watch for daughter).
There is also the ghost that has always existed with Murphy. It is this ghost that guided Murphy and Cooper to NASA and solved the gravitational formula to create the future for mankind. Behind all this is the incomprehensible five. Humans in three-dimensional space.After having a child, parents will become ghosts of the child's futureIncluding Dr. Brand's belief in his loverThis is the answer Nolan gave us: love5 Murphy's TheoremMurphy's Law: If there are two or more ways to do something, and one of the choices will lead to disaster, someone must make this choice. The basic content is: if something has the possibility of going bad, no matter how small the possibility is, it will always happen. ToHowever, Murphy's Theorem does not necessarily refer to the occurrence of bad things. This is why Cooper named his daughter Murphy. It is her small probability event that saved all mankind.
6 Science involved in the filmI am a liberal arts student, so naturally I don't give too much guidance on the scientific theories in the film, but it's okay to mention it.Morse code binary five-dimensional space black holeOf course, in order to satisfy hardcore movie fans, Nolan specially invited scientist Kipthorne to interpret the science in the film ""Science in Interstellar Transition""7 About timeThe watch Cooper gave his daughter when he left. Cooper said that maybe we will be the same age when I come back. However, because of the time difference caused by gravity, 23 years later when Cooper and his daughter are the same age, he still doesn't. Come back, and at the end, time is no longer important, because love is eternal8 The display of five-dimensional space and the special effects of the filmFor us three-dimensional creatures, time seems to be a hurdle that is difficult to cross, and it is difficult for us to break through it. However, for human beings in five-dimensional space, time can be represented concretely, just as for them, it is just from one mountain to another. Just sit on the mountain. The film also shows gorgeous and dreamy time in five-dimensional space9 Hans Zimmer's musicI always think that what distinguishes a work from being excellent or real is music that leaves a mark in my heart. I clearly remember the music played when Cooper and his children drove across the cornfield to chase the drone at the beginning of the film: ""Cornfield Chase"" was my heart being gradually ignited and immersed in the film.And when Cooper docked the spaceship, ""No Time for cautiou"" also gave me a real appreciation for the role of the soundtrack. And my admiration for Hans Zimmer. The mutual achievement between him and Nolan will inevitably become a film and television story. spread
10 EndingAt the end of the film, Cooper reunited with the elderly Murphy. Although it was many years away from what they had expected, the father still fulfilled his promise of his daughter.And Dr. Brand has once again embarked on the path of explorationShe is still in space, building a camp, alone in a strange galaxy, maybe she is about to sleep for a long time, bathed in the light of the new sun, in our new homePersonally, I should not cry more than five times in my movie-watching career in the past few years, and when I watched interstellar, I shed tears with music three times. This is still the Nolan I love. Six years later, on August 2, 2020, it touched me again and exuded the unique charm of the movie.
At the end, I will share with you my favorite line again as usualLove is an eternal force, capable of transcending all dimensions. When I return, you are already dying, and I have passed your whole life with one breath.",Interstellar
693,yiyuantiming,wow,9/10,11 April 2020,"There are very few movies that let me hold my breath and watch the whole end, I ca n't help but wow! This sentence only has a punctuation mark in front of it, and the play is almost perfect from the plot to logic and sense
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
694,Westeire,Just the music alone makes it great.,10/10,10 November 2014,"The Hans Zimmer music is spectacular in this movie. Without a doubt this will be a classic movie for years and years. Not going to ruin the story, its science fiction. there is not an over use of CGI. I thought it was better than inception, which I also liked. Both movies had a play on the perception of time, other worlds. Unlike inception, this movie had a strong tug at the heart with a lot of emotion. The very fact so many people are talking about this movie will make you want to go and see it. Also its really a movie you have to watch on the big screen. Its well done. the nearly 3 hours was good, it did it justice. f
                
                    5 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
695,milleymeister,Sci fi good but not mind blowing,8/10,9 November 2020,"I watched this before and have just rewatched it. I saw the title somewhere and couldn't remember if I had watched it before. As I watched it, it started to come back. I don't know if it is because I have read some great scifi but this one wasn't particularly super wonderful. In reading wonderful sci fi, I get the benefit of a certain amount of description of the fabulous plot, world building, creatures, characters etc. My mind does the visualizations. And I prefer it that way. It is part of the enjoyment that is appealing about scifi: we have to use our imaginations. (This is similar for me with music videos: when they first came out I hated them as I had no interest in someone else's interpretation visually of the music - even if it was the writer of the music themselves. ) With the moviemakers they have to do that visualization for us. I liked the premise of this movie. It got stretched a little thin probably due to the limitations on the length of the movie itself. But the premise and the story weren't better and I mean as good as many books I have enjoyed. Did they do a fab job turning a story and premise like this into a movie. OH MY GOD YES! but its a high bar to jump over the movies in my head when I read a superlative sci fi book.It is telling that I didn't remember if I had seen this. But an enjoyable 2.5 hours.",Interstellar
696,MoviesRT,"Makes ""Lost in Space"" look like a masterpiece.",1/10,12 November 2014,"My goodness, where do we start?First of all, the many 10's this got must have come from the cast and crew or a bunch of people with the scientific knowledge of a 3-yr-old.Nolan must know nothing about real science. He bandies ""worm-holes"" and ""anomolies"" around like he really knows what they are.Had there not been so many high paid actors in this it probably would have never been filmed at all.Just shows that putting big Hollywood stars in a movie doesn't guarantee a good product in the end.I won't go into all the flaws and idiotic ideas mentioned, but just imagine a movie with less scientific expertise than the old 60's show ""Lost in Space."" Will Robinson and his robot were more believable than anything shown in this laughable attempt at a science fiction movie.The biggest irony is that the whole point of the movie was to save humanity as soon as possible by finding a new planet to live on, yet they didn't even get back the first time for 23 years and when they return nothing has changed on earth at all. His kids are grown, but they still live in the same run down house and Michael Caine, who was about 80 when they left seems not to have aged at all when they get back. And the crops that were supposed to be dying off causing the death of humanity all look exactly the same. Still acres and acres of corn fields waiting to be harvested.Every time they tried to say something intelligent, the audience laughed. No one in the theater took this movie seriously at all.Sad because they might have done so much with this idea had they incorporated people who understood space travel and general science.Bottom line: This was a low budget script with a load of expensive actors. What a waste!!",Interstellar
